챔피언명,챔피언_ID,API_이름,별명,난이도,주_직업군,보조_직업군,사용_자원,기본_능력치,공격_형태,출시일,출시_패치,최근_변경_패치,세부_역할군,추천_포지션,실제_활용_포지션,피해량,내구력,군중_제어,기동력,보조_능력,공격_성향,적응형_능력치,파랑_정수_가격,RP_가격,패시브_스킬,Q_스킬,W_스킬,E_스킬,R_스킬,전체_스킬,본명,별칭
애쉬,22.0,Ashe,서리 궁수,1,원거리 딜러,서포터,마나,"{'기본_체력': 610, '레벨당_체력': 101, '기본_자원': 280, '레벨당_자원': 35, '기본_방어력': 26, '레벨당_방어력': 4.6, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 3.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 7, '레벨당_자원_재생': 0.65, '기본_공격력': 59, '레벨당_공격력': 2.95, '기본_공격_속도': 0.658, '레벨당_공격_속도': 3.33, '공격_사거리': 600, '이동_속도': 325, '탐색_반경': 600, '선택_높이': 155, '선택_반경': 120, '충돌_반경': 35, 'crit_base': 100, '공격_속도_계수': 0.657999992370605, '공격_지연_보정': -0.0807017534971237, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 1}, '궁극기_주문서': {'받는_피해': 0.95}, '투사체_속도': 2500}",원거리,2009-02-21,Alpha Week 2,V25.11,{원거리 딜러},"{바텀, 서포터}","{바텀, 서포터}",2,1,3,1,2,20,물리,225,260,"{1: '서리 화살', 2: '서리 화살 (변형 2)'}","{1: '궁사의 집중', 2: '궁사의 집중 (변형 2)'}",{1: '일제 사격'},{1: '매 날리기'},{1: '마법의 수정화살'},"['서리 화살', '서리 화살 (변형 2)', '궁사의 집중', '궁사의 집중 (변형 2)', '일제 사격', '매 날리기', '마법의 수정화살']",,
아우렐리온 솔,136.0,AurelionSol,별의 창조자,2,마법사,,마나,"{'기본_체력': 600, '레벨당_체력': 90, '기본_자원': 530, '레벨당_자원': 40, '기본_방어력': 22, '레벨당_방어력': 4, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 8, '레벨당_자원_재생': 0.75, '기본_공격력': 58, '레벨당_공격력': 3.2, '기본_공격_속도': 0.625, '레벨당_공격_속도': 1.5, '투사체_속도': 4000, '공격_사거리': 550, '이동_속도': 335, '탐색_반경': 400, '선택_높이': 100, '선택_반경': 150, '충돌_반경': 35, '게임플레이_반경': 80, '공격_속도_계수': 0.625, '공격_지연_보정': -0.100000001490116, '단일_챔피언': {'가하는_피해': 1.02, '받는_피해': 0.92, '스킬_가속': -20}, '초고속_모드': {'가하는_피해': 1.1, '받는_피해': 0.9}, '궁극기_주문서': {'가하는_피해': 1.05, '이동_속도_계수': 1.2}}",원거리,2016-03-24,V6.6,V25.12,{전투 마법사},{미드},{미드},3,1,2,2,1,100,마법,2400,880,{1: '우주의 창조자'},{1: '빛의 숨결'},{1: '별의 비행'},{1: '특이점'},"{1: '유성', 2: '천상 강림'}","['우주의 창조자', '빛의 숨결', '별의 비행', '특이점', '유성', '천상 강림']",,
오로라,893.0,Aurora,세계의 경계에 선 마녀,2,마법사,암살자,마나,"{'기본_체력': 607, '레벨당_체력': 110, '기본_자원': 475, '레벨당_자원': 30, '기본_방어력': 23, '레벨당_방어력': 4.5, '기본_마법_저항력': 32, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 6, '레벨당_체력_재생': 0.55, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 53, '레벨당_공격력': 3, '기본_공격_속도': 0.668, '공격_속도_계수': 0.668, '레벨당_공격_속도': 2, '투사체_속도': 1750, '공격_사거리': 550, '이동_속도': 335, '탐색_반경': 525, '선택_높이': 135, '선택_반경': 100, '충돌_반경': 35, '공격_지연_보정': -0.099465, '무작위_총력전': {'스킬_가속': 10}}",원거리,2024-07-17,V14.14,V25.12,"{암살자, 집중형 마법사}","{미드, 탑}","{미드, 탑}",3,1,2,3,1,100,마법,3150,975,{1: '영혼 방호술'},"{1: '이중 저주', 2: '이중 저주 (변형 2)'}",{1: '장막 너머로'},{1: '마법의 문'},{1: '세계의 경계'},"['영혼 방호술', '이중 저주', '이중 저주 (변형 2)', '장막 너머로', '마법의 문', '세계의 경계']",,
아지르,268.0,Azir,사막의 황제,3,마법사,원거리 딜러,마나,"{'기본_체력': 550, '레벨당_체력': 119, '기본_자원': 320, '레벨당_자원': 40, '기본_방어력': 25, '레벨당_방어력': 5, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 7, '레벨당_체력_재생': 0.75, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 56, '레벨당_공격력': 3.5, '기본_공격_속도': 0.625, '레벨당_공격_속도': 5.5, '공격_사거리': 525, '이동_속도': 330, '탐색_반경': 700, '선택_높이': 302.7778015136719, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.694, '공격_시전_시간': 0.25, '총_공격_시간': 1.60000002384185, '공격_지연_보정': -0.150000005960464, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 0.95, '총_공격_속도': 1.025, '스킬_가속': 20}, '단일_챔피언': {'가하는_피해': 1.08, '받는_피해': 0.9, '이동_속도_계수': 1.05}, '투사체_속도': 0}",원거리,2014-09-16,V4.16,V25.13,{전문가},{미드},{미드},3,1,2,2,1,45,마법,2400,880,{1: '슈리마의 유산'},{1: '사막의 맹습'},{1: '일어나라!'},{1: '신기루'},{1: '황제의 진영'},"['슈리마의 유산', '사막의 맹습', '일어나라!', '신기루', '황제의 진영']",오마 아지르,
바드,432.0,Bard,영겁의 수호자,2,서포터,마법사,마나,"{'기본_체력': 630, '레벨당_체력': 103, '기본_자원': 350, '레벨당_자원': 50, '기본_방어력': 34, '레벨당_방어력': 5, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 6, '레벨당_자원_재생': 0.45, '기본_공격력': 52, '레벨당_공격력': 3, '기본_공격_속도': 0.658, '레벨당_공격_속도': 2, '공격_사거리': 500, '이동_속도': 335, '탐색_반경': 600, '선택_높이': 302.7778015136719, '선택_반경': 130, '충돌_반경': 35, '게임플레이_반경': 80, '공격_속도_계수': 0.658, '공격_시전_시간': 0.300000011920928, '총_공격_시간': 1.60000002384185, '공격_지연_보정': -0.100000001490116, '투사체_속도': 2000, '무작위_총력전': {'가하는_피해': 1.15, '받는_피해': 0.85, '회복량': 1.2}, '돌격_넥서스': {'받는_피해': 0.9, '스킬_가속': 20}, '단일_챔피언': {'가하는_피해': 1.15, '받는_피해': 0.85, '회복량': 1.2}, '초고속_모드': {'가하는_피해': 1.15, '받는_피해': 0.85, '회복량': 1.2}, '궁극기_주문서': {'가하는_피해': 1.08, '받는_피해': 0.92, '이동_속도_계수': 1.2}}",원거리,2015-03-12,V5.5,V25.12,{포획형},{서포터},{서포터},1,1,3,2,3,65,마법,2400,880,"{1: '방랑자의 부름', 2: '방랑자의 부름 (변형 2)'}",{1: '우주의 결속'},{1: '수호자의 성소'},{1: '신비한 차원문'},{1: '운명의 소용돌이'},"['방랑자의 부름', '방랑자의 부름 (변형 2)', '우주의 결속', '수호자의 성소', '신비한 차원문', '운명의 소용돌이']",바드,
벨베스,200.0,Belveth,공허의 여제,2,전사,,없음,"{'기본_체력': 610, '레벨당_체력': 99, '기본_자원': 0, '레벨당_자원': 0, '기본_방어력': 32, '레벨당_방어력': 4.7, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 6, '레벨당_체력_재생': 0.6, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 60, '레벨당_공격력': 1.5, '기본_공격_속도': 0.85, '레벨당_공격_속도': 0, '공격_사거리': 150, '이동_속도': 340, '탐색_반경': 600, '선택_높이': 110, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.85, '공격_지연_보정': -0.0525, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.95, '강인함': 1.2}, '궁극기_주문서': {'가하는_피해': 0.9, '받는_피해': 1}}",근접,2022-06-09,V12.11,V25.12,{척후병},{정글},{정글},3,1,2,3,1,0,물리,1575,790,{1: '연보랏빛 죽음'},{1: '공허 쇄도'},{1: '위와 아래'},{1: '여제의 소용돌이'},{1: '끝없는 연회'},"['연보랏빛 죽음', '공허 쇄도', '위와 아래', '여제의 소용돌이', '끝없는 연회']",,
블리츠크랭크,53.0,Blitzcrank,거대 증기 골렘,1,탱커,서포터,마나,"{'기본_체력': 600, '레벨당_체력': 109, '기본_자원': 267, '레벨당_자원': 40, '기본_방어력': 37, '레벨당_방어력': 4.7, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 7.5, '레벨당_체력_재생': 0.75, '기본_자원_재생': 8.5, '레벨당_자원_재생': 0.8, '기본_공격력': 62, '레벨당_공격력': 3.5, '기본_공격_속도': 0.625, '레벨당_공격_속도': 1.13, '공격_사거리': 125, '이동_속도': 325, '탐색_반경': 600, '선택_높이': 170, '선택_반경': 140, '충돌_반경': 50, '게임플레이_반경': 80, '공격_속도_계수': 0.625, '공격_지연_보정': -0.0299999993294477, '아레나': {'레벨당_체력': 30}, '돌격_넥서스': {'가하는_피해': 1.05, '받는_피해': 1}, '단일_챔피언': {'가하는_피해': 1.06, '받는_피해': 0.97}, '궁극기_주문서': {'가하는_피해': 1.05, '받는_피해': 0.95}}",근접,2009-09-02,V0.9.22.16,V25.08,{포획형},{서포터},{서포터},1,2,3,1,1,90,물리,675,585,"{1: '마나 보호막', 2: '마나 보호막 (변형 2)'}",{1: '로켓 손'},{1: '폭주'},{1: '강철 주먹'},{1: '정전기장'},"['마나 보호막', '마나 보호막 (변형 2)', '로켓 손', '폭주', '강철 주먹', '정전기장']",,
브랜드,63.0,Brand,타오르는 복수,2,마법사,서포터,마나,"{'기본_체력': 570, '레벨당_체력': 105, '기본_자원': 469, '레벨당_자원': 21, '기본_방어력': 27, '레벨당_방어력': 4.2, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 9, '레벨당_자원_재생': 0.6, '기본_공격력': 57, '레벨당_공격력': 3, '기본_공격_속도': 0.681, '레벨당_공격_속도': 2, '공격_사거리': 550, '이동_속도': 340, '탐색_반경': 600, '선택_높이': 302.7778015136719, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.112499997019767, '투사체_속도': 2000, '무작위_총력전': {'가하는_피해': 0.95, '받는_피해': 1.1, '스킬_가속': -10}, '돌격_넥서스': {'가하는_피해': 0.9, '받는_피해': 1.08}, '단일_챔피언': {'받는_피해': 1.03}, '궁극기_주문서': {'가하는_피해': 0.95}}",원거리,2011-04-12,V1.0.0.115,V25.12,{집중형 마법사},"{서포터, 정글}","{미드, 서포터, 정글}",3,1,2,1,1,100,마법,225,260,"{1: '불길', 2: '불길 (변형 2)'}",{1: '불태우기'},{1: '화염 기둥'},{1: '발화'},{1: '파멸의 불덩이'},"['불길', '불길 (변형 2)', '불태우기', '화염 기둥', '발화', '파멸의 불덩이']",케간 로디,
브라움,201.0,Braum,프렐요드의 심장,2,탱커,서포터,마나,"{'기본_체력': 610, '레벨당_체력': 112, '기본_자원': 311, '레벨당_자원': 45, '기본_방어력': 47, '레벨당_방어력': 5.2, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 8.5, '레벨당_체력_재생': 1, '기본_자원_재생': 7, '레벨당_자원_재생': 0.8, '기본_공격력': 55, '레벨당_공격력': 3.2, '기본_공격_속도': 0.644, '레벨당_공격_속도': 3.5, '공격_사거리': 125, '이동_속도': 335, '탐색_반경': 800, '선택_높이': 122, '선택_반경': 130, '충돌_반경': 50, '게임플레이_반경': 80, '공격_속도_계수': 0.643999993801116, '공격_지연_보정': -0.0700000002980232, '아레나': {'레벨당_체력': 20, '레벨당_공격_속도': 1}, '단일_챔피언': {'가하는_피해': 1.1, '받는_피해': 0.9}, '초고속_모드': {'가하는_피해': 1.05, '받는_피해': 0.82}}",근접,2014-05-12,V4.7,V14.20,{수비형 탱커},{서포터},{서포터},1,2,3,1,2,90,마법,1575,790,{1: '뇌진탕 펀치'},{1: '동상'},{1: '내가 지킨다'},{1: '불굴'},{1: '빙하 균열'},"['뇌진탕 펀치', '동상', '내가 지킨다', '불굴', '빙하 균열']",,
브라이어,233.0,Briar,억눌린 허기,2,전사,암살자,광분,"{'기본_체력': 625, '레벨당_체력': 95, '기본_자원': 0, '레벨당_자원': 0, '기본_방어력': 30, '레벨당_방어력': 4.2, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 0, '레벨당_체력_재생': 0, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 60, '레벨당_공격력': 2.5, '기본_공격_속도': 0.644, '레벨당_공격_속도': 2, '공격_사거리': 125, '이동_속도': 340, '탐색_반경': 400, '선택_높이': 191.6667022705078, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.669, '공격_시전_시간': 0.3, '총_공격_시간': 1.553, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.95, '회복량': 1.05}, '아레나': {'레벨당_체력': -10, '레벨당_방어력': -1}}",근접,2023-09-14,V13.18,V25.13,{기동형 전사},{정글},{정글},2,2,3,3,1,10,물리,2400,880,{1: '진홍빛 저주'},{1: '짜릿한 돌격'},"{1: '핏빛 광분', 2: '식욕 폭발'}",{1: '오싹한 비명'},"{1: '불가항력적 죽음', 2: '불가항력적 죽음 (변형 2)'}","['진홍빛 저주', '짜릿한 돌격', '핏빛 광분', '식욕 폭발', '오싹한 비명', '불가항력적 죽음', '불가항력적 죽음 (변형 2)']",,
케이틀린,51.0,Caitlyn,필트오버의 보안관,1,원거리 딜러,,마나,"{'기본_체력': 580, '레벨당_체력': 107, '기본_자원': 315, '레벨당_자원': 40, '기본_방어력': 27, '레벨당_방어력': 4.7, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 3.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 7.4, '레벨당_자원_재생': 0.7, '기본_공격력': 60, '레벨당_공격력': 3.8, '기본_공격_속도': 0.681, '레벨당_공격_속도': 4, '공격_사거리': 650, '이동_속도': 325, '탐색_반경': 800, '선택_높이': 155, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.122916668653488, '투사체_속도': 2500, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1}}",원거리,2011-01-04,V1.0.0.108,V25.06,{원거리 딜러},{바텀},{바텀},3,1,2,2,1,10,물리,225,260,{1: '헤드샷'},{1: '필트오버 피스메이커'},{1: '요들잡이 덫'},{1: '90구경 투망'},{1: '비장의 한 발'},"['헤드샷', '필트오버 피스메이커', '요들잡이 덫', '90구경 투망', '비장의 한 발']",케이틀린 키라먼,
카밀,164.0,Camille,강철의 그림자,2,전사,암살자,마나,"{'기본_체력': 650, '레벨당_체력': 99, '기본_자원': 339, '레벨당_자원': 52, '기본_방어력': 35, '레벨당_방어력': 5, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 8.5, '레벨당_체력_재생': 0.8, '기본_자원_재생': 8.15, '레벨당_자원_재생': 0.75, '기본_공격력': 68, '레벨당_공격력': 3.8, '기본_공격_속도': 0.644, '레벨당_공격_속도': 2.5, '공격_사거리': 125, '이동_속도': 340, '탐색_반경': 550, '선택_높이': 280, '선택_반경': 100, '충돌_반경': 35, '공격_속도_계수': 0.643999993801116, '공격_시전_시간': 0.300000011920928, '총_공격_시간': 1.55200004577636, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.95, '회복량': 1.2, '보호막량': 1.1, '스킬_가속': 10}, '돌격_넥서스': {'가하는_피해': 1, '받는_피해': 0.95}}",근접,2016-12-07,V6.24,V14.21,{기동형 전사},{탑},"{서포터, 탑}",3,2,2,3,1,40,물리,2400,880,{1: '적응형 방어 체계'},"{1: '정확성 프로토콜', 2: '정확성 프로토콜 (변형 2)', 3: '정확성 프로토콜 (변형 3)'}",{1: '전술적 휩쓸기'},"{1: '갈고리 발사', 2: '갈고리 돌진'}",{1: '마법공학 최후통첩'},"['적응형 방어 체계', '정확성 프로토콜', '정확성 프로토콜 (변형 2)', '정확성 프로토콜 (변형 3)', '전술적 휩쓸기', '갈고리 발사', '갈고리 돌진', '마법공학 최후통첩']",카밀 페로스,
카시오페아,69.0,Cassiopeia,독사의 포옹,3,마법사,,마나,"{'기본_체력': 630, '레벨당_체력': 104, '기본_자원': 400, '레벨당_자원': 40, '기본_방어력': 18, '레벨당_방어력': 4.7, '기본_마법_저항력': 32, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.5, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 53, '레벨당_공격력': 3, '기본_공격_속도': 0.647, '레벨당_공격_속도': 1.5, '공격_사거리': 550, '이동_속도': 328, '탐색_반경': 600, '선택_높이': 120, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.647000014781951, '공격_지연_보정': -0.108000002801418, '투사체_속도': 1500, '아레나': {'레벨당_체력': -10}, '초고속_모드': {'가하는_피해': 0.95, '받는_피해': 1.05}}",원거리,2010-12-14,V1.0.0.107,V25.03,{전투 마법사},{미드},{미드},3,1,3,1,1,100,마법,2400,880,"{1: '독사의 품격', 2: '독사의 품격 (변형 2)'}",{1: '맹독 폭발'},{1: '독기의 늪'},{1: '쌍독니'},{1: '석화의 응시'},"['독사의 품격', '독사의 품격 (변형 2)', '맹독 폭발', '독기의 늪', '쌍독니', '석화의 응시']",카시오페아 뒤 쿠토,
초가스,31.0,Chogath,공허의 공포,1,탱커,마법사,마나,"{'기본_체력': 644, '레벨당_체력': 94, '기본_자원': 270, '레벨당_자원': 60, '기본_방어력': 38, '레벨당_방어력': 4.5, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 9, '레벨당_체력_재생': 0.85, '기본_자원_재생': 7.2, '레벨당_자원_재생': 0.45, '기본_공격력': 69, '레벨당_공격력': 4.2, '기본_공격_속도': 0.658, '레벨당_공격_속도': 1.44, '공격_사거리': 125, '이동_속도': 345, '탐색_반경': 500, '선택_높이': 150, '선택_반경': 130, '충돌_반경': 50, '게임플레이_반경': 80, '공격_속도_계수': 0.625, '공격_지연_보정': -0.0810000002384185, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1.1}, '단일_챔피언': {'가하는_피해': 0.98, '받는_피해': 1.05}}",근접,2009-06-26,"June 26, 2009 Patch",V25.11,{전문가},{탑},{탑},2,3,2,1,1,65,마법,675,585,{1: '육식'},{1: '파열'},{1: '흉포한 울부짖음'},{1: '날카로운 가시'},{1: '포식'},"['육식', '파열', '흉포한 울부짖음', '날카로운 가시', '포식']",,
코르키,42.0,Corki,대담한 폭격수,2,원거리 딜러,마법사,마나,"{'기본_체력': 610, '레벨당_체력': 100, '기본_자원': 350, '레벨당_자원': 40, '기본_방어력': 27, '레벨당_방어력': 4.5, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 7.4, '레벨당_자원_재생': 0.7, '기본_공격력': 52, '레벨당_공격력': 2, '기본_공격_속도': 0.644, '레벨당_공격_속도': 2.8, '공격_사거리': 550, '이동_속도': 325, '탐색_반경': 550, '선택_높이': 170, '선택_반경': 135, '충돌_반경': 35, '공격_속도_계수': 0.644, '공격_지연_보정': -0.0299999993294477, '투사체_속도': 2000, '무작위_총력전': {'받는_피해': 0.9, '스킬_가속': -20}, '돌격_넥서스': {'가하는_피해': 1.05, '받는_피해': 1}}",원거리,2009-09-19,V0.9.25.21,V25.06,{원거리 딜러},{미드},{미드},3,1,1,2,1,45,물리,1575,790,{1: '마법공학 탄약'},{1: '인광탄'},{1: '발키리'},{1: '개틀링 건'},"{1: '미사일 폭격', 2: '미사일 폭격 (변형 2)'}","['마법공학 탄약', '인광탄', '발키리', '개틀링 건', '미사일 폭격', '미사일 폭격 (변형 2)']",,
다리우스,122.0,Darius,녹서스의 실력자,2,전사,탱커,마나,"{'기본_체력': 652, '레벨당_체력': 114, '기본_자원': 263, '레벨당_자원': 58, '기본_방어력': 37, '레벨당_방어력': 5.2, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 10, '레벨당_체력_재생': 0.95, '기본_자원_재생': 6.6, '레벨당_자원_재생': 0.35, '기본_공격력': 64, '레벨당_공격력': 5, '기본_공격_속도': 0.625, '레벨당_공격_속도': 1, '공격_사거리': 175, '이동_속도': 340, '탐색_반경': 400, '선택_높이': 155, '선택_반경': 120, '충돌_반경': 25.7665996551513, '공격_속도_계수': 0.625, '공격_준비_동작_계수': 0.5, '공격_지연_보정': -0.100000001490116, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 1}, '단일_챔피언': {'가하는_피해': 0.9, '받는_피해': 1.05}, '초고속_모드': {'가하는_피해': 1.05, '받는_피해': 0.85}}",근접,2012-05-23,V1.0.0.140,V25.12,{돌격형 전사},{탑},{탑},3,2,2,1,1,55,물리,225,260,{1: '과다출혈'},{1: '학살'},{1: '마비의 일격'},{1: '포획'},{1: '녹서스의 단두대'},"['과다출혈', '학살', '마비의 일격', '포획', '녹서스의 단두대']",,
다이애나,131.0,Diana,차가운 달의 분노,1,전사,암살자,마나,"{'기본_체력': 640, '레벨당_체력': 109, '기본_자원': 375, '레벨당_자원': 25, '기본_방어력': 31, '레벨당_방어력': 4.3, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 6.5, '레벨당_체력_재생': 0.85, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 57, '레벨당_공격력': 3, '기본_공격_속도': 0.625, '레벨당_공격_속도': 2, '공격_사거리': 150, '이동_속도': 345, '탐색_반경': 600, '선택_높이': 188.88890075683594, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.694, '공격_지연_보정': -0.0916666686534881, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1}, '단일_챔피언': {'가하는_피해': 0.95}}",근접,2012-08-07,V1.0.0.144,V25.11,"{기동형 전사, 암살자}","{미드, 정글}","{미드, 정글}",3,2,2,2,1,65,마법,225,260,{1: '서늘한 달빛 검'},{1: '초승달 검기'},{1: '은빛 가호'},{1: '월광 쇄도'},{1: '달빛 낙하'},"['서늘한 달빛 검', '초승달 검기', '은빛 가호', '월광 쇄도', '달빛 낙하']",,
문도 박사,36.0,DrMundo,자운의 광인,1,탱커,전사,체력,"{'기본_체력': 640, '레벨당_체력': 103, '기본_자원': 0, '레벨당_자원': 0, '기본_방어력': 32, '레벨당_방어력': 3.7, '기본_마법_저항력': 29, '레벨당_마법_저항력': 2.3, '기본_체력_재생': 7, '레벨당_체력_재생': 0.5, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 61, '레벨당_공격력': 2.5, '기본_공격_속도': 0.67, '레벨당_공격_속도': 3.3, '공격_사거리': 125, '이동_속도': 345, '탐색_반경': 600, '선택_높이': 175, '선택_반경': 135, '충돌_반경': 50, '게임플레이_반경': 80, '공격_속도_계수': 0.625, '공격_지연_보정': -0.139687493443489, '무작위_총력전': {'가하는_피해': 0.9, '받는_피해': 1.05, '회복량': 0.9}, '단일_챔피언': {'가하는_피해': 0.95, '받는_피해': 1.05, '회복량': 0.9}}",근접,2009-09-02,V0.9.22.16,V25.05,{돌격형 전사},{탑},{탑},2,3,1,1,1,55,물리,225,260,{1: '가고 싶은 데로 간다'},{1: '오염된 뼈톱'},{1: '심장 전기 충격'},{1: '둔기에 의한 외상'},{1: '최대 투여량'},"['가고 싶은 데로 간다', '오염된 뼈톱', '심장 전기 충격', '둔기에 의한 외상', '최대 투여량']",문도 박사,
드레이븐,119.0,Draven,화려한 처형자,3,원거리 딜러,,마나,"{'기본_체력': 675, '레벨당_체력': 104, '기본_자원': 361, '레벨당_자원': 39, '기본_방어력': 29, '레벨당_방어력': 4.5, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 3.75, '레벨당_체력_재생': 0.7, '기본_자원_재생': 8.05, '레벨당_자원_재생': 0.65, '기본_공격력': 62, '레벨당_공격력': 3.6, '기본_공격_속도': 0.679, '레벨당_공격_속도': 2.7, '공격_사거리': 550, '이동_속도': 330, '탐색_반경': 600, '선택_높이': 191.6667022705078, '선택_반경': 111.111099243164, '충돌_반경': 35, '공격_속도_계수': 0.67900002002716, '공격_시전_시간': 0.230000004172325, '총_공격_시간': 1.47300004959106, '공격_지연_보정': -0.118840597569942, '투사체_속도': 1600, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.95}, '단일_챔피언': {'받는_피해': 0.95}, '초고속_모드': {'가하는_피해': 0.95, '받는_피해': 1.05}}",원거리,2012-06-06,V1.0.0.140b,V25.06,{원거리 딜러},{바텀},{바텀},3,1,1,2,1,10,물리,2400,880,{1: '드레이븐의 리그'},{1: '회전 도끼'},{1: '광기의 피'},{1: '비켜서라'},"{1: '죽음의 소용돌이', 2: '죽음의 소용돌이 (변형 2)'}","['드레이븐의 리그', '회전 도끼', '광기의 피', '비켜서라', '죽음의 소용돌이', '죽음의 소용돌이 (변형 2)']",,
에코,245.0,Ekko,시간을 달리는 소년,2,암살자,마법사,마나,"{'기본_체력': 655, '레벨당_체력': 99, '기본_자원': 280, '레벨당_자원': 70, '기본_방어력': 32, '레벨당_방어력': 4.2, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 9, '레벨당_체력_재생': 0.9, '기본_자원_재생': 7, '레벨당_자원_재생': 0.8, '기본_공격력': 58, '레벨당_공격력': 3, '기본_공격_속도': 0.688, '레벨당_공격_속도': 3.3, '공격_사거리': 125, '이동_속도': 340, '탐색_반경': 600, '선택_높이': 155, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_시전_시간': 0.259999990463256, '총_공격_시간': 1.60000002384185, '무작위_총력전': {'가하는_피해': 1.1, '받는_피해': 1, '강인함': 1.2}, '아레나': {'레벨당_체력': 22}, '단일_챔피언': {'가하는_피해': 0.95}}",근접,2015-05-29,V5.10,V25.04,{암살자},"{미드, 정글}","{미드, 정글}",3,2,2,3,1,75,마법,1575,790,{1: 'Z 드라이브 공진'},{1: '시간의 톱니바퀴'},{1: '평행 시간 교차'},{1: '시간 도약'},{1: '시공간 붕괴'},"['Z 드라이브 공진', '시간의 톱니바퀴', '평행 시간 교차', '시간 도약', '시공간 붕괴']",,
